1, 4 yr./ 50000 mi., 6 yr./ 70000 mi., 4 yr./ 50000 mi.,,,,, 38.0 in., 50.2 in., 42.3 in., 55.6 in., 51.7 in., 35.9 in., 34.0 in., 53.5 in.,5 ft. 10.6 in. (70.6 in.),4 ft. 7.6 in. (55.6 in.),14 ft. 11.1 in. (179.1 in.),8 ft. 9.1 in. (105.1 in.),,,, 101.6 cu.ft., 2955 lbs., 12.3 cu.ft.,,,,,,,, 2.0 L, Single overhead cam (SOHC), Inline 4,16, Variable, 140 ft-lbs. @ 4300 rpm, 150 hp @ 6500 rpm, 36.1 ft., Gas, Premium unleaded (recommended), 13.2 gal., 316.8/462.0 mi., 24/35 mpg, Front wheel drive, 5-speed shiftable automatic
303, 3 yr./ 36000 mi., 5 yr./ 100000 mi.,,, 2 yr./ 24000 mi.,,, 39.6 in., 51.7 in., 40.8 in., 54.1 in., 50.7 in., 38.8 in., 35.7 in., 52.8 in.,,,,8 ft. 4.6 in. (100.6 in.),,,0 ft. 6.2 in. (6.2 in.),,,,,,,,,,, 1.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 148 ft-lbs. @ 1850 rpm, 138 hp @ 4900 rpm, 36.7 ft., Gas, Regular unleaded, 14.0 gal., 364.0/476.0 mi., 26/34 mpg, Front wheel drive, 6-speed automatic
304, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,, 2 yr./ 24000 mi.,,, 39.6 in., 51.7 in., 40.8 in., 54.1 in., 50.7 in., 38.8 in., 35.7 in., 52.8 in.,5 ft. 9.9 in. (69.9 in.),5 ft. 5.2 in. (65.2 in.),13 ft. 11.2 in. (167.2 in.),,,,, 111.5 cu.ft., 2805 lbs., 18.7 cu.ft.,,,,,,,, 1.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 148 ft-lbs. @ 1850 rpm, 138 hp @ 4900 rpm, 36.7 ft., Gas, Regular unleaded, 14.0 gal., 364.0/476.0 mi., 26/34 mpg, Front wheel drive, 6-speed automatic
305, 3 yr./ 36000 mi., 5 yr./ 100000 mi.,,,,, 8 yr./ 100000 mi., 37.8 in., 53.7 in., 42.1 in., 56.5 in., 51.2 in., 36.0 in., 34.1 in., 53.9 in.,5 ft. 10.4 in. (70.4 in.),4 ft. 8.6 in. (56.6 in.),14 ft. 9.1 in. (177.1 in.),8 ft. 9.7 in. (105.7 in.),,,, 100.9 cu.ft., 3786 lbs., 10.6 cu.ft.,,,,,,,,,,,,,,,, Hybrid,, 9.3 gal., N/A,, Front wheel drive, 1-speed direct drive
306, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,,,, 8 yr./ 100000 mi., 37.8 in., 53.7 in., 42.1 in., 56.5 in., 51.3 in., 35.8 in., 34.7 in., 53.2 in.,5 ft. 11.2 in. (71.2 in.),4 ft. 8.4 in. (56.4 in.),15 ft. 0.4 in. (180.4 in.),8 ft. 10.1 in. (106.1 in.),,,,,,,,,,,,,,,,,,,,,, Hybrid,, 8.9 gal., N/A,, Front wheel drive, 1-speed direct drive
307, 3 yr./ 36000 mi., 5 yr./ 60000 mi.,,,,, 8 yr./ 100000 mi., 37.8 in., 53.7 in., 42.1 in., 56.5 in., 51.3 in., 35.8 in., 34.7 in., 53.2 in.,5 ft. 11.2 in. (71.2 in.),4 ft. 8.4 in. (56.4 in.),15 ft. 0.4 in. (180.4 in.),8 ft. 10.1 in. (106.1 in.),,,,,,,,,,,,,, 1.5 L,,,,,,,, Hybrid,, 8.9 gal., N/A,, Front wheel drive, 1-speed direct drive
308, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 38.7 in., 54.5 in., 42.2 in., 58.5 in., 52.7 in., 37.4 in., 37.6 in., 56.7 in.,6 ft. 1.6 in. (73.6 in.),4 ft. 6.9 in. (54.9 in.),16 ft. 0.3 in. (192.3 in.),,,,, 115.9 cu.ft.,,,,,,,,,, 2.4 L, Single overhead cam (SOHC), Inline 4,16, Variable, 173 ft-lbs. @ 4600 rpm, 184 hp @ 6250 rpm, 39.2 ft.,, Flex-fuel (unleaded/E85), 15.8 gal., 363.4/568.8 mi., 23/36 mpg, Front wheel drive, 9-speed automatic
309, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 38.7 in., 54.5 in., 42.2 in., 58.5 in., 52.7 in., 37.4 in., 37.6 in., 56.7 in.,6 ft. 1.6 in. (73.6 in.),4 ft. 6.9 in. (54.9 in.),16 ft. 0.3 in. (192.3 in.),,,,, 115.9 cu.ft.,,,,,,,,,, 2.4 L, Single overhead cam (SOHC), Inline 4,16, Variable, 173 ft-lbs. @ 4600 rpm, 184 hp @ 6250 rpm, 39.2 ft.,, Flex-fuel (unleaded/E85), 15.8 gal., 363.4/568.8 mi., 23/36 mpg, Front wheel drive, 9-speed automatic
310, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 37.9 in., 40.1 in., 57.7 in.,6 ft. 3 in. (75 in.),4 ft. 10.4 in. (58.4 in.),16 ft. 6.6 in. (198.6 in.),,,,,,,, 1000 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4800 rpm, 292 hp @ 6350 rpm,, Gas, Regular unleaded, 19.1 gal., 362.9/592.1 mi., 19/31 mpg, Rear wheel drive, 8-speed shiftable automatic
311, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 37.9 in., 40.1 in., 57.7 in.,6 ft. 3 in. (75 in.),4 ft. 10.4 in. (58.4 in.),16 ft. 6.6 in. (198.6 in.),,,,,,,, 1000 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4800 rpm, 292 hp @ 6350 rpm,, Gas, Regular unleaded, 18.5 gal., 351.5/573.5 mi., 19/31 mpg, Rear wheel drive, 8-speed shiftable automatic
312, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 40.1 in., 59.0 in., 41.1 in., 63.8 in., 64.8 in., 39.6 in., 39.0 in., 63.0 in.,6 ft. 7.6 in. (79.6 in.),5 ft. 9.9 in. (69.9 in.),16 ft. 11.6 in. (203.6 in.),,,,,,,, 3600 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 262 ft-lbs. @ 4000 rpm, 287 hp @ 6400 rpm, 39.7 ft., Gas, Regular unleaded, 19.0 gal., 342.0/532.0 mi., 18/28 mpg, Front wheel drive, 9-speed shiftable automatic
313, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.8 in., 58.4 in., 40.7 in., 63.7 in., 65.0 in., 39.3 in., 36.5 in., 64.1 in.,6 ft. 6.7 in. (78.7 in.),5 ft. 7.9 in. (67.9 in.),16 ft. 10.8 in. (202.8 in.),,,,,,,, 3600 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4400 rpm, 283 hp @ 6400 rpm, 39.1 ft.,, Flex-fuel (unleaded/E85), 20.0 gal., 340.0/500.0 mi., 17/25 mpg, Front wheel drive, 6-speed shiftable automatic
314, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 39.8 in., 58.4 in., 40.7 in., 63.7 in., 65.0 in., 39.3 in., 36.5 in., 64.1 in.,6 ft. 6.7 in. (78.7 in.),5 ft. 7.9 in. (67.9 in.),16 ft. 10.8 in. (202.8 in.),,,,,,,, 3600 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4400 rpm, 283 hp @ 6400 rpm, 39.1 ft.,, Flex-fuel (unleaded/E85), 20.0 gal., 340.0/500.0 mi., 17/25 mpg, Front wheel drive, 6-speed shiftable automatic
315, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.8 in., 58.4 in., 40.7 in., 63.7 in., 65.0 in., 39.3 in., 36.5 in., 64.1 in.,6 ft. 6.7 in. (78.7 in.),5 ft. 7.9 in. (67.9 in.),16 ft. 10.8 in. (202.8 in.),,,,,,,, 3600 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4400 rpm, 283 hp @ 6400 rpm, 39.1 ft.,, Flex-fuel (unleaded/E85), 20.0 gal., 340.0/500.0 mi., 17/25 mpg, Front wheel drive, 6-speed shiftable automatic
316, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 39.8 in., 58.4 in., 40.7 in., 63.7 in., 65.0 in., 39.3 in., 36.5 in., 64.1 in.,6 ft. 6.7 in. (78.7 in.),5 ft. 7.9 in. (67.9 in.),16 ft. 10.8 in. (202.8 in.),,,,,,,, 3600 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4400 rpm, 283 hp @ 6400 rpm, 39.1 ft.,, Flex-fuel (unleaded/E85), 20.0 gal., 340.0/500.0 mi., 17/25 mpg, Front wheel drive, 6-speed shiftable automatic
317, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.5 in. (57.5 in.),16 ft. 5.9 in. (197.9 in.),,,,, 110.1 cu.ft.,,,,,,,,,, 6.4 L, Overhead valves (OHV), V8,16, Variable, 475 ft-lbs. @ 4200 rpm, 485 hp @ 6100 rpm, 38.8 ft., Gas, Premium unleaded (recommended), 18.5 gal., 259.0/425.5 mi., 14/23 mpg, Rear wheel drive, 6-speed manual
318, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.1 in. (57.1 in.),16 ft. 5.9 in. (197.9 in.),,,,,,,, 1000 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 268 ft-lbs. @ 4800 rpm, 305 hp @ 6350 rpm, 38.1 ft., Gas, Regular unleaded, 18.5 gal., 351.5/555.0 mi., 19/30 mpg, Rear wheel drive, 8-speed automatic
319, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.5 in. (57.5 in.),16 ft. 5.9 in. (197.9 in.),,,,,,,, 1000 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 268 ft-lbs. @ 4800 rpm, 305 hp @ 6350 rpm, 37.4 ft., Gas, Regular unleaded, 18.5 gal., 351.5/555.0 mi., 19/30 mpg, Rear wheel drive, 8-speed automatic
320, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.1 in. (57.1 in.),16 ft. 5.9 in. (197.9 in.),,,,, 110.1 cu.ft.,, 16.2 cu.ft.,,,,,,,, 6.4 L, Overhead valves (OHV), V8,16, Variable, 475 ft-lbs. @ 4200 rpm, 485 hp @ 6100 rpm, 37.5 ft., Gas, Premium unleaded (recommended), 18.5 gal., 259.0/425.5 mi., 14/23 mpg, Rear wheel drive, 6-speed manual
321, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.5 in. (57.5 in.),16 ft. 5.9 in. (197.9 in.),,,,, 110.1 cu.ft.,,,,,,,,,, 6.4 L, Overhead valves (OHV), V8,16, Variable, 475 ft-lbs. @ 4200 rpm, 485 hp @ 6100 rpm, 38.8 ft., Gas, Premium unleaded (recommended), 18.5 gal., 259.0/425.5 mi., 14/23 mpg, Rear wheel drive, 6-speed manual
322, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.1 in. (57.1 in.),16 ft. 5.9 in. (197.9 in.),,,,, 110.1 cu.ft.,, 16.2 cu.ft.,,,,,,,, 6.4 L, Overhead valves (OHV), V8,16, Variable, 475 ft-lbs. @ 4200 rpm, 485 hp @ 6100 rpm, 37.5 ft., Gas, Premium unleaded (recommended), 18.5 gal., 259.0/425.5 mi., 14/23 mpg, Rear wheel drive, 6-speed manual
323, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.1 in. (57.1 in.),16 ft. 6 in. (198 in.),,,,, 110.1 cu.ft.,, 16.2 cu.ft.,,,,,,,, 6.4 L, Overhead valves (OHV), V8,16, Variable, 475 ft-lbs. @ 4200 rpm, 485 hp @ 6100 rpm, 37.5 ft., Gas, Premium unleaded (recommended), 18.5 gal., 259.0/425.5 mi., 14/23 mpg, Rear wheel drive, 6-speed manual
324, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.3 in., 55.3 in., 42.0 in., 58.5 in., 47.8 in., 37.1 in., 33.1 in., 53.9 in.,6 ft. 3.7 in. (75.7 in.),4 ft. 9.1 in. (57.1 in.),16 ft. 5.5 in. (197.5 in.),,,,, 110.1 cu.ft.,, 16.2 cu.ft.,,,,,,,, 6.2 L, Overhead valves (OHV), V8,16,,,,, Gas, Premium unleaded (recommended), 18.5 gal., 240.5/407.0 mi., 13/22 mpg, Rear wheel drive, 6-speed manual
325, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 36.6 in., 40.1 in., 57.9 in.,6 ft. 3 in. (75 in.),4 ft. 10.3 in. (58.3 in.),16 ft. 8.8 in. (200.8 in.),,,,, 120.8 cu.ft., 4410 lbs., 16.5 cu.ft.,,,,,,,, 6.4 L, Overhead valves (OHV), V8,16,,,,, Gas, Premium unleaded (recommended), 18.5 gal., 277.5/462.5 mi., 15/25 mpg, Rear wheel drive, 8-speed shiftable automatic
326, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 36.6 in., 40.1 in., 57.9 in.,6 ft. 3 in. (75 in.),4 ft. 10.3 in. (58.3 in.),16 ft. 8.8 in. (200.8 in.),,,,, 120.8 cu.ft.,,,,,,,,,, 6.4 L, Overhead valves (OHV), V8,16,,,,, Gas, Premium unleaded (recommended), 18.5 gal., 277.5/462.5 mi., 15/25 mpg, Rear wheel drive, 8-speed shiftable automatic
327, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 36.6 in., 40.1 in., 57.9 in.,6 ft. 3 in. (75 in.),4 ft. 10.3 in. (58.3 in.),16 ft. 8.8 in. (200.8 in.),,,,, 120.8 cu.ft.,,,,,,,,,, 6.2 L, Overhead valves (OHV), V8,16,,,,, Gas, Premium unleaded (recommended), 18.5 gal., 240.5/407.0 mi., 13/22 mpg, Rear wheel drive, 8-speed shiftable automatic
328, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 36.6 in., 40.1 in., 57.9 in.,6 ft. 3 in. (75 in.),4 ft. 10.3 in. (58.3 in.),16 ft. 8.8 in. (200.8 in.),,,,, 120.8 cu.ft.,,,,,,,,,, 6.2 L, Overhead valves (OHV), V8,16,,,,, Gas, Premium unleaded (recommended), 18.5 gal., 240.5/407.0 mi., 13/22 mpg, Rear wheel drive, 8-speed shiftable automatic
329, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 36.6 in., 40.1 in., 57.9 in.,6 ft. 3 in. (75 in.),4 ft. 10.2 in. (58.2 in.),16 ft. 6.4 in. (198.4 in.),,,,, 120.8 cu.ft.,,,,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4800 rpm, 292 hp @ 6350 rpm, 37.7 ft., Gas, Regular unleaded, 18.5 gal., 351.5/573.5 mi., 19/31 mpg, Rear wheel drive, 8-speed shiftable automatic
330, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 56.2 in., 41.8 in., 59.5 in., 56.1 in., 36.6 in., 40.1 in., 57.9 in.,6 ft. 3 in. (75 in.),4 ft. 10.2 in. (58.2 in.),16 ft. 6.4 in. (198.4 in.),,,,, 120.8 cu.ft.,,,,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4800 rpm, 292 hp @ 6350 rpm, 37.7 ft., Gas, Regular unleaded, 18.5 gal., 351.5/573.5 mi., 19/31 mpg, Rear wheel drive, 8-speed shiftable automatic
331, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 3 yr./ 36000 mi.,,,,, 38.6 in., 54.8 in., 42.2 in., 58.2 in., 52.6 in., 37.0 in., 35.3 in., 56.1 in.,6 ft. 0 in. (72 in.),4 ft. 9.7 in. (57.7 in.),15 ft. 3.9 in. (183.9 in.),8 ft. 10.4 in. (106.4 in.),,,,,,, 1000 lbs.,,,,,,, 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 148 ft-lbs. @ 4600 rpm, 160 hp @ 6400 rpm, 36.5 ft., Gas, Regular unleaded, 14.2 gal., 355.0/511.2 mi., 25/36 mpg, Front wheel drive, 6-speed manual
332, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 38.6 in., 54.8 in., 42.2 in., 58.2 in., 52.6 in., 37.0 in., 35.3 in., 56.1 in.,6 ft. 0 in. (72 in.),4 ft. 9.7 in. (57.7 in.),15 ft. 3.9 in. (183.9 in.),8 ft. 10.4 in. (106.4 in.),,,,,,, 1000 lbs.,,,,,,, 2.0 L, Double overhead cam (DOHC), Inline 4,16, Variable, 148 ft-lbs. @ 4600 rpm, 160 hp @ 6400 rpm, 36.5 ft., Gas, Regular unleaded, 14.2 gal., 355.0/511.2 mi., 25/36 mpg, Front wheel drive, 6-speed manual
333, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.9 in., 57.0 in., 40.3 in., 58.5 in., 42.8 in., 39.8 in., 38.6 in., 50.4 in.,6 ft. 3.8 in. (75.8 in.),5 ft. 10.9 in. (70.9 in.),16 ft. 7.8 in. (199.8 in.),,,,,,,, 6200 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4800 rpm, 290 hp @ 6400 rpm, 37.1 ft., Gas, Regular unleaded, 24.6 gal., 442.8/615.0 mi., 18/25 mpg, Rear wheel drive, 8-speed shiftable automatic
334, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.9 in., 57.0 in., 40.3 in., 58.5 in., 42.8 in., 39.8 in., 38.6 in., 50.4 in.,6 ft. 3.8 in. (75.8 in.),5 ft. 10.9 in. (70.9 in.),16 ft. 9.2 in. (201.2 in.),,,,,,,, 6200 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4000 rpm, 293 hp @ 6400 rpm, 37.1 ft., Gas, Regular unleaded, 24.6 gal., 467.4/664.2 mi., 19/27 mpg, Rear wheel drive, 8-speed shiftable automatic
335, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 39.8 in., 58.4 in., 40.7 in., 63.7 in., 65.0 in., 39.3 in., 36.5 in., 64.1 in.,6 ft. 6.7 in. (78.7 in.),5 ft. 7.9 in. (67.9 in.),16 ft. 10.8 in. (202.8 in.),,,,,,,, 3600 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4400 rpm, 283 hp @ 6400 rpm, 39.1 ft.,, Flex-fuel (unleaded/E85), 20.0 gal., 340.0/500.0 mi., 17/25 mpg, Front wheel drive, 6-speed shiftable automatic
336, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 39.8 in., 58.4 in., 40.7 in., 63.7 in., 65.0 in., 39.3 in., 36.5 in., 64.1 in.,6 ft. 6.7 in. (78.7 in.),5 ft. 8.9 in. (68.9 in.),16 ft. 10.8 in. (202.8 in.),,,,,,,, 3600 lbs.,,,,,,, 3.6 L, Double overhead cam (DOHC), V6,24, Variable, 260 ft-lbs. @ 4400 rpm, 283 hp @ 6400 rpm, 39.1 ft.,, Flex-fuel (unleaded/E85), 20.0 gal., 340.0/500.0 mi., 17/25 mpg, Front wheel drive, 6-speed shiftable automatic
337, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,, 40.8 in., 53.8 in., 40.8 in., 57.5 in., 54.4 in., 39.9 in., 36.1 in., 56.9 in.,6 ft. 0.2 in. (72.2 in.),5 ft. 6.6 in. (66.6 in.),16 ft. 0.4 in. (192.4 in.),,,,,,,, 1000 lbs.,,,,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 166 ft-lbs. @ 4000 rpm, 173 hp @ 6000 rpm, 38.5 ft., Gas, Regular unleaded, 20.5 gal., 389.5/533.0 mi., 19/26 mpg, Front wheel drive, 4-speed shiftable automatic
338, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,, 40.8 in., 53.8 in., 40.8 in., 57.5 in., 54.4 in., 39.9 in., 36.1 in., 56.9 in.,6 ft. 0.2 in. (72.2 in.),5 ft. 6.6 in. (66.6 in.),16 ft. 0.4 in. (192.4 in.),,,,,,,, 1000 lbs.,,, 67.6 cu.ft.,,,, 2.4 L, Double overhead cam (DOHC), Inline 4,16, Variable, 166 ft-lbs. @ 4000 rpm, 173 hp @ 6000 rpm, 38.5 ft., Gas, Regular unleaded, 20.5 gal., 389.5/533.0 mi., 19/26 mpg, Front wheel drive, 4-speed shiftable automatic
339, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,,,,,,,,,,6 ft. 4.4 in. (76.4 in.),4 ft. 1.1 in. (49.1 in.),14 ft. 7.7 in. (175.7 in.),,,,,, 3354 lbs.,,, 10.7 degrees, 16.1 degrees, 14.7 cu.ft.,, 0.37 Cd,, 8.4 L, Overhead valves (OHV), V10,20, Variable, 600 ft-lbs. @ 5000 rpm, 640 hp @ 6200 rpm, 40.5 ft., Gas, Premium unleaded (required), 16.0 gal., 192.0/304.0 mi., 12/19 mpg, Rear wheel drive, 6-speed manual
340, 3 yr./ 36000 mi., 5 yr./ 100000 mi., 5 yr./ 100000 mi.,,,,,,,,,,,,,6 ft. 4.4 in. (76.4 in.),4 ft. 1.1 in. (49.1 in.),14 ft. 7.7 in. (175.7 in.),,,,,,,,,,,,,,, 8.4 L, Overhead valves (OHV), V10,20, Variable, 600 ft-lbs. @ 5000 rpm, 645 hp @ 6200 rpm, 40.5 ft., Gas, Premium unleaded (required), 16.0 gal., 192.0/336.0 mi., 12/21 mpg, Rear wheel drive, 6-speed manual
341, 3 yr./ 36000 mi., 5 yr./ 60000 mi., 5 yr./ 100000 mi.,,,,,,,,,,,,,6 ft. 4.4 in. (76.4 in.),4 ft. 1.1 in. (49.1 in.),14 ft. 7.7 in. (175.7 in.),,,,,,,,,,,,,,, 8.4 L, Overhead valves (OHV), V10,20, Variable, 600 ft-lbs. @ 5000 rpm, 645 hp @ 6200 rpm, 40.5 ft., Gas, Premium unleaded (required), 16.0 gal., 192.0/336.0 mi., 12/21 mpg, Rear wheel drive, 6-speed manual
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.5 L, Double overhead cam (DOHC), V8,32, Variable, 398 ft-lbs. @ 6000 rpm, 562 hp @ 9000 rpm,, Gas, Premium unleaded (required), 22.7 gal., 295.1/385.9 mi., 13/17 mpg, Rear wheel drive, 7-speed automated manual
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.5 L, Double overhead cam (DOHC), V8,32, Variable, 398 ft-lbs. @ 6000 rpm, 562 hp @ 9000 rpm,, Gas, Premium unleaded (required), 22.7 gal., 295.1/385.9 mi., 13/17 mpg, Rear wheel drive, 7-speed automated manual
344,,,,,,,,,,,,,,,,6 ft. 3.2 in. (75.2 in.),4 ft. 4 in. (52 in.),14 ft. 11.9 in. (179.9 in.),8 ft. 9.1 in. (105.1 in.),,,,,,,,,,,,,, 3.9 L, Double overhead cam (DOHC), V8,32, Variable, 557 ft-lbs. @ 4750 rpm, 553 hp @ 7500 rpm,, Gas, Premium unleaded (required), 20.6 gal., 329.6/473.8 mi., 16/23 mpg, Rear wheel drive, 7-speed automated manual
345,,,,,,,,,,,,,,,,6 ft. 4.5 in. (76.5 in.),4 ft. 2.1 in. (50.1 in.),15 ft. 1.8 in. (181.8 in.),8 ft. 11.1 in. (107.1 in.),,,,,,,,,,,,,, 6.3 L, Double overhead cam (DOHC), V12,48, Variable,,,, Gas, Premium unleaded (required), 24.3 gal., 267.3/388.8 mi., 11/16 mpg, Rear wheel drive, 7-speed automated manual
346,,,,,,,,,,,,,,,,6 ft. 4.9 in. (76.9 in.),4 ft. 6.3 in. (54.3 in.),16 ft. 1.2 in. (193.2 in.),9 ft. 9.7 in. (117.7 in.),,,, 112.0 cu.ft., 4145 lbs., 15.9 cu.ft.,,,,,,,, 6.3 L, Double overhead cam (DOHC), V12,48,,,,, Gas, Premium unleaded (required), 24.0 gal., 264.0/384.0 mi., 11/16 mpg, All wheel drive, 7-speed automated manual
347, 4 yr./ 50000 mi., 4 yr./ 50000 mi.,, 5 yr./ 100000 mi.,,,, 38.9 in., 47.8 in., 40.7 in., 49.4 in., 42.6 in., 35.5 in., 31.7 in., 46.4 in.,5 ft. 4.1 in. (64.1 in.),4 ft. 10.7 in. (58.7 in.),12 ft. 0.4 in. (144.4 in.),,,,, 84.9 cu.ft.,,,,,,,,,, 1.4 L, Single overhead cam (SOHC), Inline 4,16, Variable, 170 ft-lbs. @ 2500 rpm, 160 hp @ 5500 rpm, 37.6 ft., Gas, Premium unleaded (recommended), 10.5 gal., 294.0/357.0 mi., 28/34 mpg, Front wheel drive, 5-speed manual
